address,lat,long,district
"Xóm Chợ, Bình Đà, Quốc lộ 21B, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.894,105.764,
"Xóm Mới, thôn Cổ Trai, Quốc lộ 1, Huyện Phú Xuyên, Thành phố Hà Nội, Việt Nam",20.702,105.909,
"Xóm Sung, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.907,105.743,
"Xăng Dầu Kim Giang PV OIL, 350, Đường Kim Giang, Hoàng Mai, Thành phố Hà Nội, 11718, Việt Nam",20.976,105.825,hoàng mai
"Xưởng thực hành - Trường Cao đẳng công nghiệp kỹ thuật Trần Hưng Đạo, Đường Tản Lĩnh – Yên Bài, Ba Vì, Thành phố Hà Nội, Việt Nam",21.014,105.464,
"Youngbirds-tattoo, số nhà 12, Ngõ 823 Hồng Hà, Chương Dương, Phường Chương Dương, Quận Hoàn Kiếm, Thành phố Hà Nội, 100000, Việt Nam",21.027,105.86,hoàn kiếm
"Yên Mỹ Primary school, Đường Ngoài, Thanh Trì, Thành phố Hà Nội, 11617, Việt Nam",20.947,105.872,
"Yên Mỹ Secondary School, Đường mới, Thanh Trì, Thành phố Hà Nội, 11622, Việt Nam",20.948,105.872,
"Yên Nghĩa, Quốc lộ 6, Quận Hà Đông, Thành phố Hà Nội, 193824, Việt Nam",20.95,105.748,hà đông
"Yên Xá, Quận Hà Đông, Thành phố Hà Nội, 120406, Việt Nam",20.972,105.797,hà đông
"Zenith yoga, Ngõ 111 Xuân Diệu, Phường Quảng An, Quận Tây Hồ, Thành phố Hà Nội, 124415, Việt Nam",21.07,105.825,tây hồ
"Zin Cafe, 81, Phố Tứ Liên, Từ Liên, Phường Tứ Liên, Quận Tây Hồ, Thành phố Hà Nội, 124415, Việt Nam",21.065,105.835,tây hồ
"Zing Tea, Đường huyện 10, Mục Uyên 1, Tân Xã, Huyện Thạch Thất, Thành phố Hà Nội, Việt Nam",21.017,105.552,
"Zone 17, Đường Hồng Hà, Phúc Xá, Phường Phúc Xá, Quận Ba Đình, Thành phố Hà Nội, 100999, Việt Nam",21.046,105.845,ba đình
"absolutely nothing here don’t bother, Đường Hoàng Hoa Thám, Ngọc Hà, Phường Ngọc Hà, Quận Ba Đình, Thành phố Hà Nội, 124302, Việt Nam",21.04,105.83,ba đình
"almaz, Phố Đinh Đức Thiện, Vinhomes Riverside, Phường Phúc Lợi, Quận Long Biên, Thành phố Hà Nội, 08443, Việt Nam",21.046,105.918,long biên
"anh thành, 345, Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Thành phố Hà Nội, 0610, Việt Nam",21.021,105.902,long biên
"avc, 73, Phố Hàng Cót, Hàng Mã, Phường Hàng Mã, Quận Hoàn Kiếm, Thành phố Hà Nội, 100999, Việt Nam",21.037,105.847,hoàn kiếm
"bb mart, 214, Đường Trần Quang Khải, Phường Tràng Tiền, Quận Hoàn Kiếm, Thành phố Hà Nội, 110905, Việt Nam",21.026,105.859,hoàn kiếm
"blured decor, 78 Xã Đàn, Phố Xã Đàn, Phường Phương Liên, Quận Đống Đa, Thành phố Hà Nội, 100000, Việt Nam",21.009,105.839,đống đa
"bách hoá tổng hợp, 37 ngõ 272, Ngõ 424 Trần Khát Chân, Phường Đống Mác, Quận Hai Bà Trưng, Thành phố Hà Nội, 043, Việt Nam",21.01,105.859,hai bà trưng
"bánh mỳ Doner Kebab Dũng Béo, ngõ 50, Đường Nguyễn Chí Thanh, Phường Ngọc Khánh, Quận Ba Đình, Thành phố Hà Nội, 10298, Việt Nam",21.025,105.811,ba đình
"bánh mỳ Doner Kebab Hùng Jock, 112, Ngõ Chợ Khâm Thiên, Phường Trung Phụng, Quận Đống Đa, Thành phố Hà Nội, 111103, Việt Nam",21.017,105.838,đống đa
"bình hương(30 NG 358), 358 Bùi Xương Trạch, Quận Thanh Xuân, Hoàng Mai, Thành phố Hà Nội, 11718, Việt Nam",20.984,105.818,hoàng mai
"c hiền, 131b, Phố Nguyễn Đức Cảnh, Hoàng Mai, Thành phố Hà Nội, 11617, Việt Nam",20.987,105.851,hoàng mai
"cafe Bibi, 47 ngách 8, Ngõ Hòa Bình 3, Phường Quỳnh Lôi, Quận Hai Bà Trưng, Thành phố Hà Nội, 11617, Việt Nam",20.997,105.853,hai bà trưng
"cafe Nga, Phố Hoàng Thế Thiện, Tổ 11 Sài Đồng, Phường Phúc Đồng, Phường Sài Đồng, Quận Long Biên, Thành phố Hà Nội, 08443, Việt Nam",21.038,105.906,long biên
"cafe sach 41/84 phố Ngọc khánh, 41, Ngõ 84 Ngọc Khánh, Giảng Võ, Phường Giảng Võ, Quận Ba Đình, Thành phố Hà Nội, 118443, Việt Nam",21.025,105.815,ba đình
"chua Cat Linh, Ngõ 27 Cát Linh, Phường Cát Linh, Đống Đa, Quận Đống Đa, Thành phố Hà Nội, 118508, Việt Nam",21.028,105.83,đống đa
"chùa Hưng Khánh, Đường tỉnh 419, Đoan Nữ, Xã An Mỹ, Huyện Mỹ Đức, Thành phố Hà Nội, Việt Nam",20.699,105.747,
"chợ đêm, Đường Phú Hà, Thị xã Sơn Tây, Thành phố Hà Nội, Việt Nam",21.148,105.502,
"ct phu minh, Ngõ 151 Nguyễn Đức Cảnh, Hoàng Mai, Thành phố Hà Nội, 11617, Việt Nam",20.988,105.852,hoàng mai
"cà phê nhi, Đường Phú Hà, Thị xã Sơn Tây, Thành phố Hà Nội, Việt Nam",21.144,105.503,
"cà phê trung nguyên, Phố Đinh Tiên Hoàng, Thị xã Sơn Tây, Thành phố Hà Nội, Việt Nam",21.143,105.503,
"cát lợi, 22, Chương Dương Độ, Chương Dương, Phường Chương Dương, Quận Hoàn Kiếm, Thành phố Hà Nội, 110905, Việt Nam",21.03,105.86,hoàn kiếm
"cây xăng lớn, Đường La Thành, Thị xã Sơn Tây, Thành phố Hà Nội, Việt Nam",21.147,105.503,
"cô hoa cơm, 1c, Phố Tông Đản, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Thành phố Hà Nội, 110070, Việt Nam",21.029,105.857,hoàn kiếm
"cô minh, 273, Đường Bạch Đằng, Chương Dương, Phường Chương Dương, Hoàn Kiếm, Quận Hoàn Kiếm, Thành phố Hà Nội, 11415, Việt Nam",21.028,105.861,hoàn kiếm
"công ty CPCNMT bách khoa, 191, Đường Nguyễn Xiển, Quận Thanh Xuân, Thanh Trì, Thành phố Hà Nội, 1000001, Việt Nam",20.986,105.808,
"công ty TNHH Xây dựng & DVTM kimthu, Đường Làng Chuông, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.827,105.766,
"công ty cô phần hà linh, 108, Ngõ 12 Khuất Duy Tiến, Quận Thanh Xuân, Thành phố Hà Nội, 1000001, Việt Nam",20.994,105.802,thanh xuân
"công ty cổ phần trung việt ấn, 342/61/71, Ngõ 342 Khương Đình, Quận Thanh Xuân, Thành phố Hà Nội, 1000001, Việt Nam",20.99,105.81,thanh xuân
"công ty cổ phần đầu tư xây dựng phát triển Việt Tiệp, Ngõ 300 Nguyễn Xiển, Thanh Trì, Thành phố Hà Nội, 1000001, Việt Nam",20.981,105.808,
"công ty in đường sắt, 126, Đường Lê Duẩn, Phường Cửa Nam, Phường Nguyễn Du, Quận Hoàn Kiếm, Thành phố Hà Nội, 111103, Việt Nam",21.021,105.841,hoàn kiếm
"cầu Vai Reo, Huyện Quốc Oai, Thành phố Hà Nội, Việt Nam",20.971,105.535,
"cửa hàng tạp hoá, 283, Đường Tựu Liệt, Thị trấn Văn Điển, Thanh Trì, Thành phố Hà Nội, 100000, Việt Nam",20.953,105.832,
"cửa hàng tạp hoá, 56/46, Ngõ 46 Đường Ngọc Hồi, Hoàng Mai, Hoàng Mai, Thành phố Hà Nội, 100000, Việt Nam",20.962,105.84,hoàng mai
"cửa hàng tạp hoá, Kiot 11 - CT7B, Phố Dương Lâm, KĐT Văn Quán, Hà Đông, Quận Hà Đông, Thành phố Hà Nội, 120406, Việt Nam",20.974,105.789,hà đông
"cửa hàng tạp hoá, kiot 1 CT20D, Phố Đoàn Văn Minh, Phường Việt Hưng, Phường Giang Biên, Quận Long Biên, Thành phố Hà Nội, 0947733060, Việt Nam",21.057,105.912,long biên
"cửa hàng tạp hoá, kiot 3-Nơ 5, Đạm Phương, Khu đô thị Linh Đàm, Hoàng Mai, Thành phố Hà Nội, 100000, Việt Nam",20.965,105.832,hoàng mai
"deutsche mart, Phố Vũ Miên, Yên Phụ, Phường Yên Phụ, Quận Tây Hồ, Thành phố Hà Nội, 124302, Việt Nam",21.052,105.834,tây hồ
"dove, Phố Ngọc Hà, Ngọc Hà, Phường Ngọc Hà, Quận Ba Đình, Thành phố Hà Nội, 124302, Việt Nam",21.04,105.831,ba đình
"downtown café & restaurant, 17-19, Phố Gia Ngư, Hàng Bạc, Phường Hàng Bạc, Quận Hoàn Kiếm, Thành phố Hà Nội, 110904, Việt Nam",21.033,105.853,hoàn kiếm
"eoeo cafe, Ngõ 204 Trần Duy Hưng, Quận Cầu Giấy, Thành phố Hà Nội, 0000000, Việt Nam",21.009,105.797,cầu giấy
"fimo sp, Ngõ 322 Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Thành phố Hà Nội, 0914663166, Việt Nam",21.023,105.774,nam từ liêm
"fimo sp, Ngõ 65, Vinhomes Gardenia, Phường Cầu Diễn, Quận Nam Từ Liêm, Thành phố Hà Nội, 100925, Việt Nam",21.037,105.765,nam từ liêm
"fimo sp, Phố Hoàng Minh Giám, Quận Cầu Giấy, Thành phố Hà Nội, 0000000, Việt Nam",21.006,105.796,cầu giấy
"fimo sp, Phố Mạc Thái Tông, Quận Cầu Giấy, Thành phố Hà Nội, 0000000, Việt Nam",21.012,105.793,cầu giấy
"fimo sp, Phố Nguyễn Chánh, Quận Cầu Giấy, Thành phố Hà Nội, 0000000, Việt Nam",21.02,105.786,cầu giấy
"fimo sp, Đường Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Thành phố Hà Nội, 122863, Việt Nam",21.03,105.774,nam từ liêm
"fimo sp, Đường số 5, Trung tâm Hội nghị Quốc gia Việt Nam, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội, 0000000, Việt Nam",21.007,105.789,nam từ liêm
"garaoto long bien, Phố Nguyễn Khiêm Ích, Huyện Gia Lâm, Thành phố Hà Nội, 1310, Việt Nam",21.013,105.938,
"geisha Yến Nhi Diễm, Phố Nguyễn Văn Lộc, Quận Hà Đông, Thành phố Hà Nội, 120406, Việt Nam",20.983,105.789,hà đông
"golden sun, Phố Hàng Trống, Hàng Trống, Phường Hàng Trống, Quận Hoàn Kiếm, Thành phố Hà Nội, 844, Việt Nam",21.03,105.85,hoàn kiếm
"green mart, 12, Phố Hàng Vôi, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Thành phố Hà Nội, 110905, Việt Nam",21.031,105.856,hoàn kiếm
"hiên duy(74/25 ngõ 358), Ngõ 45 Định Công Thượng, Quận Thanh Xuân, Hoàng Mai, Thành phố Hà Nội, 11718, Việt Nam",20.983,105.819,hoàng mai
"home sweet home, Ngách 68 Ngõ 173 Đường Hoàng Hoa Thám, Ngọc Hà, Phường Ngọc Hà, Quận Ba Đình, Thành phố Hà Nội, 118508, Việt Nam",21.037,105.822,ba đình
"house, DT 419, Chúc Sơn, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",20.837,105.709,
"in hồng chính, ngõ 117, Phố Nguyễn Lương Bằng, Phường Nam Đồng, Phường Quang Trung, Quận Đống Đa, Thành phố Hà Nội, +844, Việt Nam",21.016,105.828,đống đa
"karaoke cherry, Ngõ 2, Phú Viên, Phường Bồ Đề, Quận Long Biên, Thành phố Hà Nội, 125041, Việt Nam",21.039,105.865,long biên
"kcg, Ngõ 105, Quận Cầu Giấy, Thành phố Hà Nội, 122863, Việt Nam",21.041,105.778,cầu giấy
"khách sạn vạn an, Quốc lộ 32, Ba Vì, Thành phố Hà Nội, Việt Nam",21.176,105.451,
"max cafe, Đường Cầu Giấy, Quận Cầu Giấy, Thành phố Hà Nội, 122000, Việt Nam",21.036,105.791,cầu giấy
"mầm non Hoạ Mi, 230, Đường Tựu Liệt, Thị trấn Văn Điển, Thanh Trì, Thành phố Hà Nội, 100000, Việt Nam",20.953,105.835,
"một dãy nhà của công nhân thuộc công ty ô tô, không có số nhà, Ngách 200/10/1 Nguyễn Sơn, Bồ Đề, Phường Bồ Đề, Quận Long Biên, Thành phố Hà Nội, 125041, Việt Nam",21.041,105.878,long biên
"ngõ 376 ngách 14 Đường Bưởi, Phường Vĩnh Phúc, Quận Ba Đình, Thành phố Hà Nội, 11150, Việt Nam",21.04,105.808,ba đình
"nha Anh Hai, Ngõ Hòa Bình 1, Phường Trương Định, Quận Hai Bà Trưng, Thành phố Hà Nội, 11617, Việt Nam",20.997,105.852,hai bà trưng
"nhac xua cafe, Phố Yên Hoa, Yên Phụ, Phường Yên Phụ, Quận Tây Hồ, Thành phố Hà Nội, 124302, Việt Nam",21.051,105.838,tây hồ
"nhà 24, 24, Ngõ 521 Trương Định, Hoàng Mai, Hoàng Mai, Thành phố Hà Nội, 10000, Việt Nam",20.983,105.846,hoàng mai
"nhà riêng mr Thành, , Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",20.948,105.686,
"nhật linh shop, 107, Phố Khâm Thiên, Phường Thổ Quan, Phường Khâm Thiên, Quận Đống Đa, Thành phố Hà Nội, 100000, Việt Nam",21.019,105.837,đống đa
"original Apple, Phố Mai Hắc Đế, Phường Nguyễn Du, Quận Hai Bà Trưng, Thành phố Hà Nội, 043, Việt Nam",21.013,105.851,hai bà trưng
"papel, Đường Đại Cồ Việt, Hai Bà Trưng, Phường Bách Khoa, Quận Hai Bà Trưng, Thành phố Hà Nội, 10999, Việt Nam",21.008,105.847,hai bà trưng
"phòng dụng cụ, Ngõ 86 Đường Trâu Quỳ, Huyện Gia Lâm, Thành phố Hà Nội, 1310, Việt Nam",21.005,105.938,
"phúc hưng, 14D, Phố Hàng Chuối, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Thành phố Hà Nội, 043, Việt Nam",21.018,105.857,hai bà trưng
"phở cuốn, Phố Ngũ Xã, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, 124302, Việt Nam",21.046,105.841,ba đình
"q mart (tầg 1 toà B trung cư 283), Ngõ 291 Khương Trung, Quận Thanh Xuân, Thành phố Hà Nội, 120911, Việt Nam",20.994,105.818,thanh xuân
"quà lưu niệm, Phố Ngô Quyền, Thị xã Sơn Tây, Thành phố Hà Nội, Việt Nam",21.145,105.499,
"quán ăn vân anh, Ngõ 342 Khương Đình, Quận Thanh Xuân, Thành phố Hà Nội, 1000001, Việt Nam",20.99,105.809,thanh xuân
"ridebikes.cc, 153, Phố Nhật Chiêu, Nhật Tân, Phường Nhật Tân, Quận Tây Hồ, Thành phố Hà Nội, 10000, Việt Nam",21.073,105.815,tây hồ
"san bong 11, Ngõ 457 Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Thành phố Hà Nội, 04, Việt Nam",21.074,105.788,bắc từ liêm
"siêu thị 24h ninja mark, 121, Đường Nguyễn Xiển, Quận Thanh Xuân, Thanh Trì, Thành phố Hà Nội, 1000001, Việt Nam",20.983,105.81,
"sn 12B, tổ 13, Ngách 640/21/10 Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Thành phố Hà Nội, 0947733060, Việt Nam",21.052,105.888,long biên
"sn 2, Ngách 66/104 Ngọc Lâm, Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Thành phố Hà Nội, 125041, Việt Nam",21.042,105.869,long biên
"sn 20, Ngõ 67 Nguyễn Văn Cừ, Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Thành phố Hà Nội, 125041, Việt Nam",21.042,105.868,long biên
"sn 52, tổ 8, Ngô 66 Ngọc Lâm, Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Thành phố Hà Nội, 125041, Việt Nam",21.044,105.869,long biên
"sn 64, tổ 8, Ngô 66 Ngọc Lâm, Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Thành phố Hà Nội, 125041, Việt Nam",21.043,105.869,long biên
"song linh 46/25/358, 358/25 Bùi Xương Trạch, Quận Thanh Xuân, Thành phố Hà Nội, 11718, Việt Nam",20.984,105.819,thanh xuân
"speak out Vietnamese class, Đường Bưởi, Ngọc Khánh, Phường Ngọc Khánh, Quận Ba Đình, Thành phố Hà Nội, 11150, Việt Nam",21.032,105.804,ba đình
"ss, Ngõ 27 Phố Võng Thị, Phường Bưởi, Quận Tây Hồ, Thành phố Hà Nội, 1000, Việt Nam",21.052,105.81,tây hồ
"stolen phone street, Phố Đặng Dung, Phường Quán Thánh, Quận Ba Đình, Thành phố Hà Nội, 100999, Việt Nam",21.041,105.841,ba đình
"subin mart, 23 ngõ 136/6, Đường Tân Triều, Thanh Trì, Thành phố Hà Nội, 1000001, Việt Nam",20.982,105.799,
"symphony, Phố Chu Huy Mân, Vinhomes Riverside, Phường Phúc Lợi, Quận Long Biên, Thành phố Hà Nội, 08443, Việt Nam",21.05,105.917,long biên
"sân bóng 8, Đường Phạm Văn Đồng, Phường Xuân Đỉnh, Phường Xuân Tảo, Quận Bắc Từ Liêm, Thành phố Hà Nội, 04, Việt Nam",21.075,105.786,bắc từ liêm
"số 1 ngõ178, Ngõ 138 Ngô Xuân Quảng, Trâu Quỳ, Thành phố Hà Nội, 126227, Việt Nam",21.016,105.936,
"số 2B và số 1, 422/14/4, Quận Long Biên, Thành phố Hà Nội, 0947733060, Việt Nam",21.07,105.904,long biên
"số 4 đinh lễ, 4, Phố Đinh Lễ, Tràng Tiền, Phường Tràng Tiền, Quận Hoàn Kiếm, Thành phố Hà Nội, 084 04, Việt Nam",21.026,105.854,hoàn kiếm
"thịt mát MEAT - DELI, 14, Ngõ 460 Khương Đình, Quận Thanh Xuân, Thành phố Hà Nội, 1000001, Việt Nam",20.986,105.81,thanh xuân
"toa nha, Ngõ 165 Cầu Giấy, Quận Cầu Giấy, Thành phố Hà Nội, 122000, Việt Nam",21.032,105.798,cầu giấy
"trung văn, 62, Ngõ 77, Phường Trung Văn, Quận Nam Từ Liêm, Thành phố Hà Nội, 120406, Việt Nam",20.991,105.793,nam từ liêm
"trạm xăng, Đường Nguyễn Bình, Khu tập thể Kho B, Huyện Gia Lâm, Thành phố Hà Nội, 126227, Việt Nam",21.018,105.943,
"tên tạm (đường bờ sông), Hoàng Mai, Thành phố Hà Nội, 1000000, Việt Nam",20.987,105.845,hoàng mai
"tạo hoá, 1, Phố Nguyễn Cao, Phường Bạch Đằng, Quận Hai Bà Trưng, Thành phố Hà Nội, 11415, Việt Nam",21.013,105.861,hai bà trưng
"tạp hoá bánh kẹo, 174, Phố Lê Trọng Tấn, Quận Thanh Xuân, Thành phố Hà Nội, 120939, Việt Nam",20.995,105.831,thanh xuân
"tạp hoá, 240, Ngõ 120 Hoàng Mai, Hoàng Mai, Thành phố Hà Nội, 11617, Việt Nam",20.992,105.852,hoàng mai
"tạp hoá, 4, Cảm Hội, Phường Đống Mác, Quận Hai Bà Trưng, Thành phố Hà Nội, 11415, Việt Nam",21.011,105.861,hai bà trưng
"vinmart+ 69 Bắc Cầu, 69, Phố Bắc Cầu, Bắc Biên, Phường Ngọc Thụy, Quận Long Biên, Thành phố Hà Nội, 115005, Việt Nam",21.063,105.861,long biên
"vinmart, 10 tổ 30, Hẻm 42/94/8, Khu giãn dân Đồng Tầu, Hoàng Mai, Hoàng Mai, Thành phố Hà Nội, 100000, Việt Nam",20.972,105.847,hoàng mai
"vinmart, 104c, Phố Ngọc Hà, Ngọc Hà, Phường Đội Cấn, Quận Ba Đình, Thành phố Hà Nội, 124302, Việt Nam",21.037,105.831,ba đình
"vinmart, 1088, Đường La Thành, Ngọc Khánh, Phường Ngọc Khánh, Quận Ba Đình, Thành phố Hà Nội, 10298, Việt Nam",21.028,105.808,ba đình
"vinmart, 122, Đê La Thành, Phường Thổ Quan, Phường Phương Liên, Quận Đống Đa, Thành phố Hà Nội, +844, Việt Nam",21.014,105.835,đống đa
"vinmart, 133, Đường Thụy Khuê, Thuỵ Khuê, Phường Thuỵ Khuê, Quận Tây Hồ, Thành phố Hà Nội, 124302, Việt Nam",21.043,105.822,tây hồ
"vinmart, 198, Đường Hoàng Mai, Phường Trương Định, Hoàng Mai, Thành phố Hà Nội, 11617, Việt Nam",20.99,105.854,hoàng mai
"vinmart, 23, Phố Cửa Bắc, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, 100999, Việt Nam",21.044,105.843,ba đình
"vinmart, 254, Đường Cổ Bi, Thôn Hội, Thôn Cam, Huyện Gia Lâm, Thành phố Hà Nội, 126227, Việt Nam",21.032,105.943,
"vinmart, 3, Phố Thuốc Bắc, Hàng Bồ, Phường Hàng Bồ, Quận Hoàn Kiếm, Thành phố Hà Nội, 111000, Việt Nam",21.035,105.848,hoàn kiếm
"vinmart, 38, Phố Ô Cách, Phường Việt Hưng, Quận Long Biên, Thành phố Hà Nội, 0947733060, Việt Nam",21.06,105.896,long biên
"vinmart, 42, Ỷ Lan, Xã Dương Xá, Huyện Gia Lâm, Thành phố Hà Nội, 163522, Việt Nam",21.018,105.965,
"vinmart, 55, Ngõ 55 Thụy Khuê, Phường Thuỵ Khuê, Quận Tây Hồ, Thành phố Hà Nội, 124302, Việt Nam",21.041,105.827,tây hồ
"vinmart, 59, Phố Mai Hắc Đế, Phường Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội, 043, Việt Nam",21.01,105.851,hai bà trưng
"vinmart, 59, Phố Mai Hắc Đế, Phường Nguyễn Du, Quận Hai Bà Trưng, Thành phố Hà Nội, 043, Việt Nam",21.015,105.851,hai bà trưng
"vinmart, 6 ngõ 10, Phố Nguyên Hồng, Phường Thành Công, Quận Ba Đình, Thành phố Hà Nội, +842435373535, Việt Nam",21.023,105.812,ba đình
"vinmart, 62, Phố Nguyễn Đức Cảnh, Hoàng Mai, Thành phố Hà Nội, 11617, Việt Nam",20.987,105.85,hoàng mai
"vinmart, 69, Phố Ngọc Thụy, Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Thành phố Hà Nội, 115005, Việt Nam",21.064,105.866,long biên
"vinmart, 93, Ngõ Núi Trúc, Kim Mã, Phường Kim Mã, Quận Ba Đình, Thành phố Hà Nội, 118508, Việt Nam",21.03,105.825,ba đình
"vinmart, Phố Kim Hoa, Phường Phương Liên, Quận Đống Đa, Thành phố Hà Nội, 10999, Việt Nam",21.011,105.838,đống đa
"vinmart, Phố Đào Duy Từ, Hàng Buồm, Phường Hàng Buồm, Quận Hoàn Kiếm, Thành phố Hà Nội, 111501, Việt Nam",21.037,105.852,hoàn kiếm
"vinmart, Trần Điền, Khu đô thị Định Công, Hoàng Mai, Thành phố Hà Nội, 120939, Việt Nam",20.992,105.83,hoàng mai
"vp kem, 164, Đường Tựu Liệt, Thị trấn Văn Điển, Thanh Trì, Thành phố Hà Nội, 100000, Việt Nam",20.954,105.838,
"wintattoo.vn, nhà 37, Ngõ 44 Triều Khúc, Quận Thanh Xuân, Thành phố Hà Nội, 1000001, Việt Nam",20.985,105.798,thanh xuân
"zoo mart, 102, Phố Tô Vĩnh Diện, Quận Thanh Xuân, Thành phố Hà Nội, 120911, Việt Nam",20.998,105.82,thanh xuân
"Ô mai Hồng Lam Đào Tấn, 51, Phố Đào Tấn, Ngọc Khánh, Phường Cống Vị, Quận Ba Đình, Thành phố Hà Nội, 100000, Việt Nam",21.033,105.807,ba đình
"ĐH Sư phạm Ngoại ngữ, Đường Phạm Văn Đồng, Quận Cầu Giấy, Thành phố Hà Nội, 122863, Việt Nam",21.038,105.781,cầu giấy
"ĐT.179, Xã Kiêu Kỵ, Huyện Gia Lâm, Thành phố Hà Nội, 163525, Việt Nam",20.97,105.956,
"ĐT.406, Huyện Đông Anh, Thành phố Hà Nội, 115005, Việt Nam",21.074,105.877,
"ĐT.419, Phù Yên, Huyện Ứng Hòa, Thành phố Hà Nội, Việt Nam",20.809,105.709,
"ĐT.421B, Huyện Quốc Oai, Thành phố Hà Nội, Việt Nam",21.0,105.647,
"Đại học Nguyễn Trãi, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Thành phố Hà Nội, 04, Việt Nam",21.053,105.782,bắc từ liêm
"Đại lý Xăng dầu Phú Nghĩa, Quốc lộ 6, Quận Hà Đông, Thành phố Hà Nội, 193824, Việt Nam",20.953,105.752,hà đông
"Đình Yên Bệ - Yên Vĩnh, Ngõ 87 Đường Yên Bệ, Yên Bệ, Xã Kim Chung, Huyện Hoài Đức, Thành phố Hà Nội, 24, Việt Nam",21.048,105.709,
"Điếm canh đê số 13, thôn Xuân Trạch, Đê Phương Trạch, Huyện Đông Anh, Thành phố Hà Nội, 115005, Việt Nam",21.079,105.849,
"Điếm canh đê số 15, thôn Lại Đà, Đê Phương Trạch, Huyện Đông Anh, Thành phố Hà Nội, 115005, Việt Nam",21.072,105.871,
"Điếm thôn Ngô, Đê Xuân Quan - Long Biên, Phường Thạch Bàn, Quận Long Biên, Thành phố Hà Nội, 0610, Việt Nam",21.016,105.904,long biên
"Điểm vui chơi Hòe Thị, Phố Hòe Thị, Phường Xuân Phương, Quận Nam Từ Liêm, Thành phố Hà Nội, 100925, Việt Nam",21.035,105.74,nam từ liêm
"Điểm xén hè gần đường vào KĐT Dương Nội, Phố Nguyễn Thanh Bình, Hà Đông, Quận Hà Đông, Thành phố Hà Nội, 120406, Việt Nam",20.978,105.765,hà đông
"Điểm Đỗ Xe Buýt 2 Phúc Đức, Đường tỉnh 422, Xã Yên Sở, Huyện Quốc Oai, Thành phố Hà Nội, 01234, Việt Nam",21.036,105.648,
"Điểm Đỗ Xe Buýt 2 Yên Sở - Hoài Đức, Sơn Đồng – Cát Quế, Xã Yên Sở, Huyện Hoài Đức, Thành phố Hà Nội, 24, Việt Nam",21.047,105.691,
"Điểm Đỗ Xe Buýt Phượng Đồng, Đường Hoa, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",20.94,105.709,
"Điểm Đỗ Xe Buýt Thị Ngoại - Tân Hòa, ĐT.419, Huyện Quốc Oai, Thành phố Hà Nội, 01234, Việt Nam",20.965,105.678,
"Điểm đỗ xe Ocean Park, Hải Âu 3, Vinhomes Ocean Park, Xã Kiêu Kỵ, Huyện Gia Lâm, Thành phố Hà Nội, 163522, Việt Nam",20.992,105.96,
"Điểm đỗ xe buýt 1 Sài Sơn, Đường Chùa Thầy, Huyện Quốc Oai, Thành phố Hà Nội, 01234, Việt Nam",21.023,105.659,
"Điểm đỗ xe buýt 32 Nguyễn Công Trứ, 32, Phố Nguyễn Công Trứ, Phường Phố Huế, Quận Hai Bà Trưng, Thành phố Hà Nội, 043, Việt Nam",21.014,105.853,hai bà trưng
"Điểm đỗ xe buýt Bất Bạt, Đường tỉnh 413, Ba Vì, Thành phố Hà Nội, Việt Nam",21.179,105.305,
"Điểm đỗ xe buýt Long Biên, Đường Yên Phụ, Phường Nguyễn Trung Trực, Quận Ba Đình, Thành phố Hà Nội, 100999, Việt Nam",21.043,105.848,ba đình
"Điểm đỗ xe buýt Miếu Môn, Đường Hồ Chí Minh, Tân Lập, Xã Trần Phú, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",20.806,105.646,
"Điểm đỗ xe buýt Núi Đôi, Đường Núi Đôi, Huyện Sóc Sơn, Thành phố Hà Nội, Việt Nam",21.257,105.868,
